arm,epoch,attempt_id,global_step,timestamp,learning_rate,train_loss,val_auroc,val_auprc,val_ece,val_brier,val_task_loss,val_coord_r2_endpoint,val_coord_r2_relation,val_coord_r2_context,val_coord_dist_acc,val_coord_loss,val_kd_loss,val_kd_truth_source,val_gs_bfs,val_rd_bfs,val_degree_mmd_ratio,val_clustering_mmd_ratio,val_spectral_mmd_ratio,val_threshold,val_rd_geometric,val_rd_mean_abs_log,selection_rule,epoch_steps,epoch_global_pairs,epoch_local_pairs,epoch_local_tokens,epoch_wall_seconds,epoch_data_wait_seconds,epoch_compute_seconds,validation_seconds,global_pairs_per_second
coord_gen_frozen,4,476fa7bd65804f07b57e92ef83fbc6c8,1443,2026-09-13T05:55:06.273691+00:00,0.000989054529608752,1.2358136632178096,0.7880367328777982,0.8109146752395864,0.22797058188347324,0.254252042654486,1.0651909457463313,-0.36510001318158736,0.1981535871978699,0.130846177100158,0.539648400972508,1.393258299633278,0.665050315011062,validation_structure,0.3988919076475297,1.0836698824499436,9.17957391502189,3.8901911953086183,8.39104566753962,2.171875,0.994826113802083,0.34364716922216965,geometric_rd_five_rank_v1,361,221142,55455,45966532,279.5912470309995,1.6565618044696748,277.8094668884278,275.89805530710146,790.9475076502699
coord_gen_frozen,5,476fa7bd65804f07b57e92ef83fbc6c8,1803,2026-09-13T06:04:22.312707+00:00,0.0009698728911478475,1.1989377711532554,0.78806378740507,0.8107165677436831,0.22378652029200471,0.2483273286742466,1.0393516537451721,-0.2191457763962128,0.16658363673029597,0.053112223939644876,0.5151486815036469,1.549673528936682,0.6089646053363397,validation_structure,0.4007654455205433,1.1194814468993464,11.671728780063981,4.7556320834891785,9.520443657783485,2.859375,1.0020193818321768,0.3997286707369625,geometric_rd_five_rank_v1,360,221142,55368,45890370,278.8293564263731,1.6474086111411452,277.0528520812988,276.6455249399878,793.1087416127008
coord_gen_frozen,6,476fa7bd65804f07b57e92ef83fbc6c8,2164,2026-09-13T06:13:39.041499+00:00,0.0009414994575788334,1.1775531342937007,0.7825161927554097,0.8071710034061237,0.22897104224214218,0.25534510524547477,1.0774648968384508,-0.24982742363116572,0.05177474625640277,-0.13885615585913214,0.4586684121937535,1.790551666915138,0.6683200245797327,validation_structure,0.3991217948018129,1.1088820476093517,10.848946861700417,4.459254722064121,9.1634683007417,2.375,1.0024929707910595,0.37524887472166213,geometric_rd_five_rank_v1,361,221142,55467,45864170,279.46207284368575,1.658353677019477,277.67066149902325,276.7026617177762,791.3131028828142
coord_gen_frozen,7,476fa7bd65804f07b57e92ef83fbc6c8,2525,2026-09-13T06:23:05.707195+00:00,0.0009045270716781735,1.1406328567282669,0.7836647772335119,0.8075661457877465,0.22832232339078068,0.2562013543456035,1.0629721189465524,-0.28416115980079004,0.1606128576493242,0.007266271090586529,0.5317935290817281,1.5612994550694388,0.6702467341175258,validation_structure,0.40086088256955943,1.096256110204516,9.473616280220645,4.048565410872038,8.275503265288263,2.03125,0.9978910021328348,0.36025222485634883,geometric_rd_five_rank_v1,361,221142,55420,45936480,279.7588252448477,1.6706671784631908,277.9619367980958,286.3311425517313,790.4737225231567
coord_gen_frozen,8,476fa7bd65804f07b57e92ef83fbc6c8,2887,2026-09-13T06:32:21.441425+00:00,0.0008595414290775015,1.1161044274733414,0.7861533915097193,0.8101726237136975,0.23038500750248048,0.2550107228499272,1.0719461222887663,-0.2024028483946232,0.09920472289769411,-0.04253838413800359,0.4918645969702637,1.7183591515879242,0.6733298349908875,validation_structure,0.40091058422548415,1.0959560796540535,9.83376279281366,4.265234028343487,8.761325561302625,2.1875,0.99907074885103,0.3575953663417572,geometric_rd_five_rank_v1,362,221142,55475,46036367,279.1066946359351,1.602201770991087,277.3946138916015,276.06232301611453,792.3206581929398
coord_gen_frozen,9,476fa7bd65804f07b57e92ef83fbc6c8,3248,2026-09-13T06:41:37.457574+00:00,0.000807666841991424,1.1141077298220114,0.7844967695285507,0.8078400970013433,0.22236956556644352,0.25190103801219743,1.0298521184030247,-0.2295198716215805,0.13350061278699632,0.0541993349844101,0.5141200673274734,1.5215965118144235,0.6346216470975731,validation_structure,0.39936119830422506,1.1004617153525438,10.284943082701322,4.614861433194247,8.754521508690784,2.203125,0.9971749937017197,0.3692922870434102,geometric_rd_five_rank_v1,361,221142,55473,45881151,279.091482038144,1.6122056259773672,277.36514028930657,276.35137314908206,792.3638456646844
coord_gen_frozen,10,476fa7bd65804f07b57e92ef83fbc6c8,3609,2026-09-13T06:50:53.420572+00:00,0.0007497999320391722,1.0768729603713938,0.7856322027432348,0.807421830907215,0.23113667424487525,0.25676951556017236,1.0803779583707416,-0.7607992825030749,0.17412682880962593,0.06853116717860375,0.540302973630073,1.4933561793449595,0.6722316207039885,validation_structure,0.39828617801777566,1.112898028904034,10.116298767399812,4.497806288035694,8.692212798911507,2.25,0.9997230107415513,0.38866680191828196,geometric_rd_five_rank_v1,361,221142,55494,45964022,279.61390373809263,1.6206796504557133,277.8823356323241,275.8113447315991,790.8834183265013
coord_gen_frozen,11,476fa7bd65804f07b57e92ef83fbc6c8,3971,2026-09-13T07:00:10.029152+00:00,0.000686888344367956,1.0704992101539652,0.7893242450641401,0.8105075938235231,0.22688229986537292,0.25075367043926133,1.0519048592173896,-0.6768448263255009,0.17644200520614683,0.04831599763589112,0.5263699270619039,1.6353028392611162,0.6264666312036098,validation_structure,0.4002250572138818,1.1093512907651786,10.79212786679871,4.707874065911364,9.02422957575683,2.65625,0.9987996600458819,0.3857207571238888,geometric_rd_five_rank_v1,362,221142,55487,46026545,279.76965596107766,1.6213253121823072,278.034941772461,276.29661716287956,790.4431209321925
coord_gen_frozen,12,476fa7bd65804f07b57e92ef83fbc6c8,4332,2026-09-13T07:09:26.065160+00:00,0.000620504408778351,1.0483066341979643,0.7869197848831052,0.8097144482989813,0.21458742163771544,0.2447240942417237,0.9820844708991239,-0.11262891780690731,0.06752234024252923,-0.05671318182730056,0.47821208154105105,1.7256596637469976,0.5859516436063075,validation_structure,0.4019581449502064,1.1099315218961747,11.026431047934,4.6407722844826145,9.009796471645368,2.546875,1.0020063137996866,0.38022729328677063,geometric_rd_five_rank_v1,361,221142,55404,45874887,278.99383066315204,1.6131603918038309,277.2669644775391,276.48636014107615,792.6411830482358
coord_gen_frozen,13,476fa7bd65804f07b57e92ef83fbc6c8,4692,2026-09-13T07:18:41.793930+00:00,0.0005519658814534652,1.038468458982273,0.7842468080816893,0.8067893608024459,0.22519543291934432,0.2519506572039416,1.0569581710909237,-0.6670974316263629,0.08857229768121833,-0.03186539320653092,0.4753132597718347,1.7586805012173936,0.6475031438546803,validation_structure,0.39372230847565415,1.1065112945335216,9.752303120297807,4.391964593919098,8.529828196731414,2.421875,0.9979400887787703,0.3787938376874723,geometric_rd_five_rank_v1,360,221142,55452,45880424,278.8317410722375,1.603160860016942,277.1129381103516,276.3429399849847,793.1019587282508
coord_gen_frozen,14,476fa7bd65804f07b57e92ef83fbc6c8,5053,2026-09-13T07:27:58.478399+00:00,0.0004822275240890978,1.0152748915167638,0.7895425350508277,0.8105772927900784,0.22324671490195563,0.24825807574671258,1.0551894237304138,-0.660186701859645,0.11488720458265034,0.022006210380615565,0.4982233027866093,1.7540631215578377,0.6244370808111818,validation_structure,0.3994716638896042,1.1110605259177706,10.807970849851646,4.60064180739815,8.979703400223793,2.8125,0.9973815452837667,0.38805604962900975,geometric_rd_five_rank_v1,361,221142,55453,45935063,279.55935695022345,1.599215748719871,277.8378145751952,276.58000033395365,791.0377331400684
coord_gen_frozen,15,476fa7bd65804f07b57e92ef83fbc6c8,5413,2026-09-13T07:37:14.670162+00:00,0.0004130258523469809,0.9963640745461665,0.7884833162057947,0.8116560738735388,0.22968918049674839,0.25403508152389775,1.084047175198468,-0.52972068893041,0.10420042000557317,-0.05996765079943378,0.4566111838414064,1.8868150268093502,0.6730097305567488,validation_structure,0.40139857591077976,1.0985901893566756,10.33730863402949,4.606709572947444,8.909165192268285,2.375,0.9974261034133076,0.36778331203031905,geometric_rd_five_rank_v1,360,221142,55418,45838252,278.89186228625476,1.63340486260131,277.137337097168,276.7561384481378,792.9309883305943
coord_gen_frozen,16,476fa7bd65804f07b57e92ef83fbc6c8,5775,2026-09-13T07:46:31.247660+00:00,0.0003451409149817662,0.9771299168849582,0.7846302058847776,0.8080777670356387,0.22713525206198493,0.2531745728623028,1.0585478937447548,-0.48765920236557125,0.04560991716525553,-0.18878968515555172,0.45913596409201424,1.9457179211792108,0.6515966240812685,validation_structure,0.39654781096812747,1.096049574322337,9.235097841704283,4.2731632341465415,8.253962550702184,2.359375,0.9994213570637965,0.3575130894546182,geometric_rd_five_rank_v1,362,221142,55490,46011148,279.80290594371036,1.6179295568726957,278.05511483764656,276.2209948319942,790.3491897417551
coord_gen_frozen,17,476fa7bd65804f07b57e92ef83fbc6c8,6136,2026-09-13T07:55:46.907436+00:00,0.0002804626700458296,0.9591752839230105,0.7865204901405923,0.8097179382525246,0.22352557531924144,0.25149789678527124,1.0471747625597916,-0.5009818928943328,0.07328739436752008,-0.09648607590371405,0.4520291752384515,2.039980038473801,0.6449820357774583,validation_structure,0.3967304922205785,1.1009930057504171,9.609846618210138,4.276403036271916,8.314759219465838,2.34375,0.9972514579659051,0.3703978568104728,geometric_rd_five_rank_v1,361,221142,55449,45964201,278.9490039763041,1.6208098656497896,277.21377462768527,276.17092127306387,792.7685592983346
coord_gen_frozen,18,476fa7bd65804f07b57e92ef83fbc6c8,6497,2026-09-13T08:05:03.042789+00:00,0.00022006034607113746,0.9402599053830899,0.7880503913043007,0.8113303953497739,0.22604585548930517,0.25051379451806,1.0666339815957457,-0.6609607201476619,0.07255167086615077,-0.08982077919351017,0.4443613241069759,1.911499313091884,0.6428972613211001,validation_structure,0.399669527181613,1.1104096330970217,10.465554478434774,4.4747715858147705,8.863040825467012,2.671875,1.0032087300620747,0.37645063796469797,geometric_rd_five_rank_v1,361,221142,55435,46002958,279.3147315089591,1.6190631645731628,277.5789902038572,276.2793838670477,791.7305285163837
coord_gen_frozen,19,476fa7bd65804f07b57e92ef83fbc6c8,6858,2026-09-13T08:14:19.661306+00:00,0.0001651103863093162,0.9227937874841358,0.7849225591701049,0.8084678694538143,0.23348086465812182,0.25646459603418414,1.0972363540326808,-0.5665888792985405,0.051797242060896864,-0.1065474428083919,0.4481017392930615,2.118411483434354,0.6779248727203719,validation_structure,0.4020344173274972,1.1280787284867857,12.92426548086623,5.259811052166318,10.024275598925382,2.484375,0.9998161375604299,0.41983667964107463,geometric_rd_five_rank_v1,361,221142,55478,46013862,279.23844081908464,1.601665396708995,277.5136559143067,276.8418314838782,791.9468370877896
coord_gen_frozen,20,476fa7bd65804f07b57e92ef83fbc6c8,7218,2026-09-13T08:23:35.256087+00:00,0.00011680727892646582,0.9070828014935151,0.7869531177395889,0.8100253931747082,0.22855948738599943,0.2529970372757334,1.0691254101854488,-0.6825156823780612,0.04941431970394983,-0.09415109939422961,0.46512062838975127,1.910989084237309,0.6537159960671677,validation_structure,0.4016401596372505,1.1127035910817733,11.057390024150127,4.544521318499992,9.299186286710055,2.484375,1.00248576473546,0.38300218988769613,geometric_rd_five_rank_v1,360,221142,55460,45894230,278.56611835584044,1.5928978295996785,276.8590770568847,276.48610172374174,793.8582096962458
coord_gen_frozen,21,476fa7bd65804f07b57e92ef83fbc6c8,7578,2026-09-13T08:32:51.159645+00:00,7.592634940158833e-05,0.8965763792271473,0.787357693973528,0.8103631759418413,0.2240012041545717,0.2500517085908392,1.0471776781073001,-0.5415675029767277,0.07351911947098932,-0.0618865205270005,0.47082476154853187,1.930985374806394,0.635826376957388,validation_structure,0.3996917796355124,1.1025177641736748,10.68889647382397,4.559433856828224,8.97580830698313,2.5625,0.9951088080326361,0.3798717621138482,geometric_rd_five_rank_v1,360,221142,55382,45807965,278.3912484822795,1.595027347560972,276.6714431762698,276.98020786978304,794.3568671989932
coord_gen_frozen,22,476fa7bd65804f07b57e92ef83fbc6c8,7939,2026-09-13T08:42:07.348105+00:00,4.318075455100888e-05,0.8827058816160205,0.7861803061299332,0.80999515670648,0.22904250796821257,0.25376013911814527,1.0747659432866452,-0.5405254367549359,0.0549754120433692,-0.13882421870161377,0.4581073499158407,2.008043126578819,0.6648372361237577,validation_structure,0.40387583566318197,1.1066350556321203,10.65199512536579,4.625513767200379,8.981479811479412,2.4375,0.9976367029090285,0.38372748445214755,geometric_rd_five_rank_v1,361,221142,55434,45913738,279.1573457811028,1.6137199122458696,277.4307779846192,276.4753426401876,792.1768971589424
