epoch,train_loss,train_kd_loss,val_task_loss,val_auprc,val_gs_bfs,val_rd_bfs,val_degree_mmd_ratio,val_clustering_mmd_ratio,val_spectral_mmd_ratio,learning_rate,grad_norm_task,grad_norm_kd
1,0.7091504609453331,0.13946809071414876,0.6132236621056413,0.7752980762912802,0.32093753193530905,1.1195887139132457,21.836257601038998,4.5057980412335965,14.894397703381449,3.760410111236886e-05,19.446837425231934,0.5962533354759216
2,0.6387472642127091,0.11402703948178382,0.5447519447435988,0.8357074560188087,0.3785314655707323,1.1161205772785021,19.260070485841172,3.8706295544720493,14.551999991860697,9.136492063404586e-05,27.463254928588867,0.7389127463102341
3,0.570742495310271,0.10788578160528867,0.517125693657216,0.8784039493188069,0.4772270557019068,1.0224773259404847,20.626353859748093,4.215784957462888,16.36489110028194,9.986884143225903e-05,16.619833946228027,1.2223023772239685
4,0.5135430487510154,0.10070166989879788,0.47934348129956555,0.894502892799293,0.478585125745312,1.0530029090020885,15.459684438868837,3.267889721252351,13.62285715021462,9.887982808754606e-05,13.83335018157959,1.3564951717853546
5,0.49272113384317145,0.09680831643208018,0.4626671482798064,0.8969799661750695,0.48954474433625045,1.1422999249559944,14.809602254865874,2.568936371180891,13.520153926336212,9.693942838186186e-05,2.431533992290497,0.5249851644039154
6,0.46411991635958816,0.09216922127975608,0.43634043198051314,0.9088178960052891,0.524460224709275,1.0259010523282142,17.696348555263516,3.3857454666802544,14.614547686973502,9.408540998830565e-05,2.4914003014564514,0.8421725481748581
7,0.4429836750479113,0.08808685220637412,0.4335006637526183,0.912773636881301,0.5261850849749871,0.997346621507463,15.557331731625217,2.8271041823335663,12.721834415891632,9.037332312851018e-05,1.6611782610416412,0.5582214295864105
8,0.4269314282885033,0.08485143744158295,0.4379376389892327,0.9115918706543875,0.5263728314928232,0.9762191580541136,16.265322542235584,3.193498053413892,13.395147728452487,8.587541935076515e-05,2.0695672035217285,0.5491938665509224
9,0.4109642136105637,0.08242018619235957,0.4378980103777579,0.9162474346639014,0.5277476504552673,1.012125372057717,16.227716126261754,2.6611376460920226,12.333056534010607,8.067924523581465e-05,2.3328437507152557,0.8385074138641357
10,0.4079158145574898,0.08082915983110103,0.449635344141567,0.9180386439623348,0.5311255171767676,1.048396190494534,13.46615822976838,2.5510687314795053,11.274431046759942,7.488593840224576e-05,4.875861585140228,1.5489746630191803
11,0.3873300011162703,0.07750170087476946,0.43065741879241237,0.9194504004656099,0.5228254561482552,1.0292327406588657,15.991969623842042,2.947813021608423,11.995754225808978,6.860825897778502e-05,3.069711983203888,1.4037337005138397
12,0.3775648558434592,0.0763511431385886,0.5302850672661372,0.9137887243591014,0.5311117925695028,1.04384880574279,13.299733212863126,2.7376702109392923,10.939480298794173,6.196839485167507e-05,3.928342580795288,1.1892336755990982
13,0.3771899372582841,0.0757410004032108,0.4440223454457662,0.92204747511337,0.5224271153263874,1.0363370180084117,13.861719373078957,2.560976405230608,10.736028991835049,5.5095583426397126e-05,10.247788310050964,3.307265341281891
14,0.3493633046074394,0.07160664406025184,0.4455285302892496,0.9209760092910528,0.5225428841683272,1.040545460607374,14.476371742734045,2.747298399181913,10.859660536870415,4.8123596158637104e-05,5.989983975887299,1.1951360404491425
15,0.34305743600223687,0.07109459117054939,0.4526074135718882,0.9214380594017939,0.5086816774893649,1.0403383575629988,13.245620634599854,2.7086031497882193,10.01870258047542,4.1188134850043986e-05,12.33104157447815,2.046903967857361
16,0.331739865180728,0.06946549536484592,0.4754634559095714,0.9203375131014141,0.5136438986856744,1.0482473514623754,13.598230525147612,2.818858161686467,10.068620444055137,3.442419036601921e-05,3.5578732788562775,1.720348984003067
17,0.3264846692994048,0.0687235508043811,0.4634152056059185,0.9189349279650666,0.5052302020572959,1.075509376646846,13.301784816278408,2.741225264190861,9.730157165711814,2.796341519207152e-05,3.603172779083252,1.2226206809282303
18,0.31775577806558064,0.06800690005129238,0.47663359232723856,0.9173414246901366,0.4907341460986992,1.0764979857245367,12.83107666455055,2.9101037039308624,9.435605809131388,2.1931560967938948e-05,3.265439748764038,1.339707851409912
19,0.31059256680450176,0.06703937566786441,0.4765232677402395,0.919330482563556,0.5000811757849923,1.0404925946586376,13.327155396768752,2.832312411635688,9.788621127033123,1.6446030874961792e-05,4.360421299934387,1.4471127688884735
20,0.30175379553245185,0.06607263078385929,0.4706066534095043,0.917668868537066,0.4771866402168254,1.0482264401266896,13.837348535904919,2.9895115568854296,10.070340774593543,1.1613594516701804e-05,3.4068264961242676,1.3522350788116455
21,0.2962683245400814,0.06553016174233185,0.47610475579364175,0.9178193836275524,0.4807725180183202,1.0164659162472198,13.967485658888874,2.677485129499961,10.362196839899369,7.528309770057675e-06,6.605357229709625,1.2300593852996826
22,0.29197034362460916,0.06494910030994776,0.4900940133709436,0.9162182830227057,0.4863524928387781,1.042798505196396,13.833108931542991,2.9289453227318143,10.063769345831886,4.269692055680278e-06,6.021660208702087,1.216649740934372
23,0.2890277334482188,0.06470211271969777,0.4806524298680284,0.9161670144873586,0.4805806127169711,1.0357238450651496,13.709551841968073,2.8311058671457454,9.99092601722893,1.9011666607572547e-06,4.1668634712696075,1.8107065260410309
24,0.28745089220391934,0.06467867958939301,0.48531716626006827,0.9160017040747404,0.4805085315302617,1.0496630866972696,13.550429551172812,2.941248776230926,9.856408416724665,4.6883423794309566e-07,2.848627954721451,1.0017598122358322
25,0.28615099932778687,0.06451023524662233,0.48396152175246826,0.915962617943642,0.48085657674006105,1.082780820642164,13.442142101060057,3.2196094394994286,9.591571308550307,5.735085938835517e-10,4.404273629188538,1.233113870024681
