timestamp,index,utilization_gpu,memory_used_mib,memory_total_mib
2026-07-15T08:19:29+00:00,0, 0, 4697, 97871
2026-07-15T08:19:29+00:00,1, 0, 3, 97871
2026-07-15T08:19:34+00:00,0, 0, 4697, 97871
2026-07-15T08:19:34+00:00,1, 0, 3, 97871
2026-07-15T08:19:39+00:00,0, 0, 4697, 97871
2026-07-15T08:19:39+00:00,1, 0, 3, 97871
2026-07-15T08:19:44+00:00,0, 2, 4697, 97871
2026-07-15T08:19:44+00:00,1, 0, 3, 97871
2026-07-15T08:19:49+00:00,0, 0, 4697, 97871
2026-07-15T08:19:49+00:00,1, 0, 3, 97871
2026-07-15T08:19:55+00:00,0, 0, 4697, 97871
2026-07-15T08:19:55+00:00,1, 0, 3, 97871
2026-07-15T08:20:00+00:00,0, 6, 4697, 97871
2026-07-15T08:20:00+00:00,1, 0, 3, 97871
2026-07-15T08:20:05+00:00,0, 0, 4697, 97871
2026-07-15T08:20:05+00:00,1, 0, 3, 97871
2026-07-15T08:20:10+00:00,0, 0, 4697, 97871
2026-07-15T08:20:10+00:00,1, 0, 3, 97871
2026-07-15T08:20:16+00:00,0, 0, 4697, 97871
2026-07-15T08:20:16+00:00,1, 0, 3, 97871
2026-07-15T08:20:21+00:00,0, 0, 4697, 97871
2026-07-15T08:20:21+00:00,1, 0, 3, 97871
2026-07-15T08:20:26+00:00,0, 0, 4697, 97871
2026-07-15T08:20:26+00:00,1, 0, 3, 97871
2026-07-15T08:20:31+00:00,0, 0, 4697, 97871
2026-07-15T08:20:31+00:00,1, 0, 3, 97871
2026-07-15T08:20:36+00:00,0, 0, 4697, 97871
2026-07-15T08:20:36+00:00,1, 0, 3, 97871
2026-07-15T08:20:41+00:00,0, 13, 4697, 97871
2026-07-15T08:20:41+00:00,1, 0, 3, 97871
2026-07-15T08:20:46+00:00,0, 0, 4697, 97871
2026-07-15T08:20:46+00:00,1, 0, 3, 97871
2026-07-15T08:20:52+00:00,0, 0, 4697, 97871
2026-07-15T08:20:52+00:00,1, 0, 3, 97871
2026-07-15T08:20:57+00:00,0, 4, 4697, 97871
2026-07-15T08:20:57+00:00,1, 0, 3, 97871
2026-07-15T08:21:02+00:00,0, 8, 4697, 97871
2026-07-15T08:21:02+00:00,1, 0, 3, 97871
2026-07-15T08:21:07+00:00,0, 35, 4697, 97871
2026-07-15T08:21:07+00:00,1, 0, 3, 97871
2026-07-15T08:21:12+00:00,0, 0, 4697, 97871
2026-07-15T08:21:12+00:00,1, 0, 3, 97871
2026-07-15T08:21:17+00:00,0, 0, 4697, 97871
2026-07-15T08:21:17+00:00,1, 0, 3, 97871
2026-07-15T08:21:22+00:00,0, 0, 4697, 97871
2026-07-15T08:21:22+00:00,1, 0, 3, 97871
2026-07-15T08:21:27+00:00,0, 17, 4697, 97871
2026-07-15T08:21:27+00:00,1, 0, 3, 97871
2026-07-15T08:21:32+00:00,0, 40, 4697, 97871
2026-07-15T08:21:32+00:00,1, 0, 3, 97871
2026-07-15T08:21:38+00:00,0, 0, 4697, 97871
2026-07-15T08:21:38+00:00,1, 0, 3, 97871
2026-07-15T08:21:43+00:00,0, 0, 4697, 97871
2026-07-15T08:21:43+00:00,1, 0, 3, 97871
2026-07-15T08:21:48+00:00,0, 30, 4697, 97871
2026-07-15T08:21:48+00:00,1, 0, 3, 97871
2026-07-15T08:21:53+00:00,0, 0, 4697, 97871
2026-07-15T08:21:53+00:00,1, 0, 3, 97871
2026-07-15T08:21:58+00:00,0, 0, 4697, 97871
2026-07-15T08:21:58+00:00,1, 0, 3, 97871
2026-07-15T08:22:03+00:00,0, 3, 4697, 97871
2026-07-15T08:22:03+00:00,1, 0, 3, 97871
2026-07-15T08:22:08+00:00,0, 26, 4697, 97871
2026-07-15T08:22:08+00:00,1, 0, 3, 97871
2026-07-15T08:22:13+00:00,0, 0, 4697, 97871
2026-07-15T08:22:13+00:00,1, 0, 3, 97871
2026-07-15T08:22:18+00:00,0, 0, 4697, 97871
2026-07-15T08:22:18+00:00,1, 0, 3, 97871
2026-07-15T08:22:23+00:00,0, 0, 4697, 97871
2026-07-15T08:22:23+00:00,1, 0, 3, 97871
2026-07-15T08:22:29+00:00,0, 5, 4697, 97871
2026-07-15T08:22:29+00:00,1, 0, 3, 97871
2026-07-15T08:22:34+00:00,0, 10, 4697, 97871
2026-07-15T08:22:34+00:00,1, 0, 3, 97871
2026-07-15T08:22:39+00:00,0, 36, 4697, 97871
2026-07-15T08:22:39+00:00,1, 0, 3, 97871
2026-07-15T08:22:44+00:00,0, 0, 4697, 97871
2026-07-15T08:22:44+00:00,1, 0, 3, 97871
2026-07-15T08:22:49+00:00,0, 0, 6229, 97871
2026-07-15T08:22:49+00:00,1, 0, 3, 97871
2026-07-15T08:22:54+00:00,0, 0, 6229, 97871
2026-07-15T08:22:54+00:00,1, 0, 3, 97871
2026-07-15T08:22:59+00:00,0, 0, 6229, 97871
2026-07-15T08:22:59+00:00,1, 0, 3, 97871
2026-07-15T08:23:04+00:00,0, 0, 6229, 97871
2026-07-15T08:23:04+00:00,1, 0, 3, 97871
2026-07-15T08:23:09+00:00,0, 0, 6229, 97871
2026-07-15T08:23:09+00:00,1, 0, 3, 97871
2026-07-15T08:23:15+00:00,0, 37, 6229, 97871
2026-07-15T08:23:15+00:00,1, 0, 3, 97871
2026-07-15T08:23:20+00:00,0, 0, 6229, 97871
2026-07-15T08:23:20+00:00,1, 0, 3, 97871
2026-07-15T08:23:25+00:00,0, 0, 6229, 97871
2026-07-15T08:23:25+00:00,1, 0, 3, 97871
2026-07-15T08:23:30+00:00,0, 0, 6229, 97871
2026-07-15T08:23:30+00:00,1, 0, 3, 97871
2026-07-15T08:23:35+00:00,0, 0, 6229, 97871
2026-07-15T08:23:35+00:00,1, 0, 3, 97871
2026-07-15T08:23:40+00:00,0, 0, 6229, 97871
2026-07-15T08:23:40+00:00,1, 0, 3, 97871
2026-07-15T08:23:45+00:00,0, 0, 6229, 97871
2026-07-15T08:23:45+00:00,1, 0, 3, 97871
2026-07-15T08:23:50+00:00,0, 0, 6229, 97871
2026-07-15T08:23:50+00:00,1, 0, 3, 97871
2026-07-15T08:23:55+00:00,0, 0, 6229, 97871
2026-07-15T08:23:55+00:00,1, 0, 3, 97871
2026-07-15T08:24:01+00:00,0, 0, 6229, 97871
2026-07-15T08:24:01+00:00,1, 0, 3, 97871
2026-07-15T08:24:06+00:00,0, 0, 6229, 97871
2026-07-15T08:24:06+00:00,1, 0, 3, 97871
2026-07-15T08:24:11+00:00,0, 0, 6229, 97871
2026-07-15T08:24:11+00:00,1, 0, 3, 97871
2026-07-15T08:24:16+00:00,0, 0, 6229, 97871
2026-07-15T08:24:16+00:00,1, 0, 3, 97871
2026-07-15T08:24:21+00:00,0, 0, 6229, 97871
2026-07-15T08:24:21+00:00,1, 0, 3, 97871
2026-07-15T08:24:26+00:00,0, 0, 6229, 97871
2026-07-15T08:24:26+00:00,1, 0, 3, 97871
2026-07-15T08:24:31+00:00,0, 0, 6229, 97871
2026-07-15T08:24:31+00:00,1, 0, 3, 97871
2026-07-15T08:24:36+00:00,0, 47, 6229, 97871
2026-07-15T08:24:36+00:00,1, 0, 3, 97871
2026-07-15T08:24:41+00:00,0, 51, 6229, 97871
2026-07-15T08:24:41+00:00,1, 0, 3, 97871
2026-07-15T08:24:47+00:00,0, 46, 6229, 97871
2026-07-15T08:24:47+00:00,1, 0, 3, 97871
2026-07-15T08:24:52+00:00,0, 0, 6229, 97871
2026-07-15T08:24:52+00:00,1, 0, 3, 97871
2026-07-15T08:24:57+00:00,0, 0, 6229, 97871
2026-07-15T08:24:57+00:00,1, 0, 3, 97871
2026-07-15T08:25:02+00:00,0, 36, 6229, 97871
2026-07-15T08:25:02+00:00,1, 0, 3, 97871
2026-07-15T08:25:07+00:00,0, 21, 6229, 97871
2026-07-15T08:25:07+00:00,1, 0, 3, 97871
2026-07-15T08:25:12+00:00,0, 0, 6229, 97871
2026-07-15T08:25:12+00:00,1, 0, 3, 97871
2026-07-15T08:25:17+00:00,0, 4, 6229, 97871
2026-07-15T08:25:17+00:00,1, 0, 3, 97871
2026-07-15T08:25:22+00:00,0, 0, 6229, 97871
2026-07-15T08:25:22+00:00,1, 0, 3, 97871
2026-07-15T08:25:27+00:00,0, 0, 6229, 97871
2026-07-15T08:25:27+00:00,1, 0, 3, 97871
2026-07-15T08:25:32+00:00,0, 0, 6229, 97871
2026-07-15T08:25:32+00:00,1, 0, 3, 97871
2026-07-15T08:25:37+00:00,0, 12, 6229, 97871
2026-07-15T08:25:37+00:00,1, 0, 3, 97871
2026-07-15T08:25:43+00:00,0, 0, 6229, 97871
2026-07-15T08:25:43+00:00,1, 0, 3, 97871
2026-07-15T08:25:48+00:00,0, 12, 6229, 97871
2026-07-15T08:25:48+00:00,1, 0, 3, 97871
2026-07-15T08:25:53+00:00,0, 44, 6229, 97871
2026-07-15T08:25:53+00:00,1, 0, 3, 97871
2026-07-15T08:25:58+00:00,0, 47, 6229, 97871
2026-07-15T08:25:58+00:00,1, 0, 3, 97871
2026-07-15T08:26:03+00:00,0, 0, 6229, 97871
2026-07-15T08:26:03+00:00,1, 0, 3, 97871
2026-07-15T08:26:08+00:00,0, 34, 6229, 97871
2026-07-15T08:26:08+00:00,1, 0, 3, 97871
2026-07-15T08:26:13+00:00,0, 0, 6229, 97871
2026-07-15T08:26:13+00:00,1, 0, 3, 97871
2026-07-15T08:26:18+00:00,0, 0, 6229, 97871
2026-07-15T08:26:18+00:00,1, 0, 3, 97871
2026-07-15T08:26:23+00:00,0, 0, 6229, 97871
2026-07-15T08:26:23+00:00,1, 0, 3, 97871
2026-07-15T08:26:28+00:00,0, 0, 6229, 97871
2026-07-15T08:26:28+00:00,1, 0, 3, 97871
2026-07-15T08:26:33+00:00,0, 13, 6229, 97871
2026-07-15T08:26:33+00:00,1, 0, 3, 97871
2026-07-15T08:26:38+00:00,0, 0, 6229, 97871
2026-07-15T08:26:38+00:00,1, 0, 3, 97871
2026-07-15T08:26:44+00:00,0, 0, 6229, 97871
2026-07-15T08:26:44+00:00,1, 0, 3, 97871
