epoch,train_loss,train_kd_loss,val_task_loss,val_auprc,val_gs_bfs,val_rd_bfs,val_degree_mmd_ratio,val_clustering_mmd_ratio,val_spectral_mmd_ratio,learning_rate,grad_norm_task,grad_norm_kd
1,0.7093729351276017,69.6011728430694,0.6269651923196315,0.7807577527682719,0.33900049776729263,1.038886678803655,15.456959059529987,2.984168635018877,12.322849501992906,3.760410111236886e-05,19.446837425231934,2015.2427978515625
2,0.6383275901345965,61.48273300674727,0.5813291810326283,0.8466086360128457,0.3899618685772016,1.1277270137213473,18.427077941974837,3.6941558266745007,14.660290144640106,9.136492063404586e-05,26.655608654022217,2841.592041015625
3,0.554878892160258,51.995010052087174,0.5113429149035672,0.8822502623101243,0.48517119442857926,1.0032043874146128,24.4516845239494,5.238761152823959,18.274009630031095,9.986884143225903e-05,23.14039707183838,2504.5692138671875
4,0.5260070273456068,48.687626676739384,0.4694109530958637,0.8893270147974321,0.4968175197646961,1.1007779299622158,19.995430072922023,4.2241826312948,16.818687373578037,9.887982808754606e-05,9.540554761886597,1078.3562927246094
5,0.49703575888091633,45.03538827176364,0.45380259950107094,0.902362542444757,0.5001053350251105,1.0346901715554773,19.078361682498052,3.870266778286485,15.072205619426207,9.693942838186186e-05,2.8210636973381042,384.72936248779297
6,0.4723909568564322,41.89093217309916,0.464321836896537,0.908239777212192,0.5256253284824043,1.002325851522277,16.974373520448612,2.9507131138045133,14.364960237392848,9.408540998830565e-05,1.9458079934120178,229.25646209716797
7,0.45182649579449813,39.484040440253494,0.4509066090712351,0.9119128641854944,0.5358248220473008,0.9746620950999865,20.110903303058205,4.171011085026333,15.170146529306095,9.037332312851018e-05,3.030657470226288,441.12672424316406
8,0.44998932577677025,39.24940958562887,0.4686501310658428,0.9135977292370703,0.5195418364220641,1.0980114747525656,18.419160482712524,3.6008151456931454,13.565999798066308,8.587541935076515e-05,6.296584963798523,493.6536178588867
9,0.43267144920041833,36.98552155944536,0.45452312930159927,0.9153375344648538,0.5334828269300408,1.0438407831859553,15.779283001812923,2.5205677363601784,12.145873878777017,8.067924523581465e-05,8.808290958404541,719.3030853271484
10,0.4229063143317869,35.89820499240228,0.4605418588083755,0.9176704960383086,0.5304670382448116,1.0183983119867124,18.514234389049626,3.2284912790874816,13.462918049359267,7.488593840224576e-05,7.575587153434753,593.6717071533203
11,0.4145404750978209,34.698413992827795,0.44700815469066696,0.920330084232984,0.539214931195525,1.038260670687771,16.032738754034426,2.6101750911768615,12.33506317656083,6.860825897778502e-05,6.400320649147034,502.67970275878906
12,0.4090346424383892,34.09955447124985,0.4693266700318461,0.9218444253961132,0.5398185610726939,1.05264206321007,15.188847495231741,2.48378644354592,11.691604950075522,6.196839485167507e-05,4.394482672214508,457.1115303039551
13,0.3959241809569391,32.11494967622577,0.483001896213278,0.9206914640801439,0.5451897531201678,1.045437567950945,19.626408511061403,3.7101264969328125,14.25264421087618,5.5095583426397126e-05,4.343666970729828,594.0904388427734
14,0.3880277725709717,31.20426503217445,0.44947541220755954,0.9236250741204618,0.5489161684457201,0.9846976411266827,17.046999915575938,3.199112221167385,12.868978827988835,4.8123596158637104e-05,4.725515067577362,326.3317337036133
15,0.3873859047769119,31.197777059842956,0.5000879999029676,0.9222934055436609,0.5428166613058338,0.9999935515390154,15.524508821076159,2.688062861514421,11.778693600734552,4.1188134850043986e-05,6.51108992099762,500.8400650024414
16,0.3733707807659924,29.37758395356952,0.4643202162942657,0.9237680745656781,0.54852046746167,1.0389196758497174,17.1970985496033,2.853162481254705,12.562450263541157,3.442419036601921e-05,4.167321264743805,488.4684600830078
17,0.36635835635252484,28.36286193019939,0.4664306528258765,0.925676695241421,0.5412044896385205,1.0186322582532144,16.08097378497594,2.7498852263536344,11.886403649453522,2.796341519207152e-05,6.340332329273224,602.9815292358398
18,0.35978751650160234,27.747338290484446,0.47332749070083185,0.9259395130183354,0.5349602808987132,1.0425589177079664,15.766100849114776,2.616070051945271,11.433919123332695,2.1931560967938948e-05,5.895039260387421,510.59391021728516
19,0.35393805906833614,27.15679432311148,0.4904659879954858,0.92710577292984,0.5488606275885095,1.0194844419907632,15.582542737860203,2.598617151502323,11.807386535717681,1.6446030874961792e-05,5.189360797405243,377.0230407714844
20,0.3513598105753236,26.63977790778538,0.4794389962542835,0.926258312868801,0.5441327297393583,1.044896452014091,15.951512978465658,2.592675708321452,11.657066654435548,1.1613594516701804e-05,8.767292261123657,1078.8942108154297
21,0.34810132576844915,26.16265757578724,0.49007884031793575,0.9261501573347269,0.54466618139468,1.0238678314290952,16.46559950062072,2.5667423320233147,12.000237736549671,7.528309770057675e-06,6.176823258399963,373.3600769042969
22,0.3448394177940507,25.770897289492048,0.4858959802582325,0.9273073851729281,0.543881432642744,1.0348068019756191,15.867304187382159,2.5756265737675634,11.568138791972544,4.269692055680278e-06,5.037710607051849,441.06104278564453
23,0.3421571925465086,25.581364933049905,0.49266457043168166,0.9272034112395068,0.5472608243633855,1.0357621900397167,16.100399749763852,2.6386527328173104,11.76456697307046,1.9011666607572547e-06,4.57529354095459,371.73473358154297
24,0.34155626209045453,25.502830446891064,0.4879085878638422,0.9273871820275603,0.5444577220994448,1.0298872331087336,16.203624091234833,2.634451832964572,11.718636328133838,4.6883423794309566e-07,5.440556764602661,475.0188331604004
25,0.3409378625637366,25.351370555049968,0.4882612375260979,0.9274241953463156,0.54592098191224,1.031801928049475,15.955527722312727,2.5755567214099866,11.64826567409238,5.735085938835517e-10,7.0527790784835815,409.36693572998047
